"LPAD(SKU,13,'0')"	"SKU"	"descr"	"Price"	"Type"
"0000000029126"	"029126"	"ACER MONITOR K202Q"		
"0000000013299"	"13299"	"MEMOREX CABLE HDMI HIGH SPEED"		
"0000000000509"	"509"	"CANON SCANNER LIDE 110"		
"0000000001248"	"1248"	"EPSON INKCARTRIDGE 141 T141190"		
"0000000003003"	"3003"	"EPSON INKCARTRIDGE 141 T141290"		
"0000000003004"	"3004"	"EPSON INKCARTRIDGE 141 T141390"		
"0000000003065"	"3065"	"EPSON INKCARTRIDGE 141 T141490"		
"0000000003560"	"3560"	"STAMP 4912 DIY TYPO"		
"0000000029127"	"029127"	"BROTHER PRINTER HLL2460DW"		
"0000000029128"	"029128"	"PRINTER BROTHER DCPL2640DW"		
"0000000029129"	"029129"	"BROTHER PRINTER MFCL5915DW"		
"0000000029130"	"029130"	"BROTHER PRINTER HLL3280CDW"		
"0000000029131"	"029131"	"BROTHER PRINTER MFCL8340CDW"		
"0000000029132"	"029132"	"BROTHER SCANNER ADS1350W"		
"0000000029133"	"029133"	"RIBBON ERC-38 COMPUPRINT"		
"0000000029140"	"029140"	"EPSON PRINTER L11050"		
"0000000029141"	"029141"	"RECORD BOOK OFFICIAL 300PGS"		
"0000000029142"	"029142"	"RECORD BOOK OFFICIAL 500PGS"		
"0000000003562"	"3562"	"CASH REG ROLL THERMAL 80X80MM"		
"0000000003705"	"3705"	"CASH REG ROLL THERMAL 80X70MM"		
"0000000004158"	"4158"	"CASH REG ROLL THERMAL 57X50MM"		
"0000000004159"	"4159"	"CLIPBOARD LAWANIT BRO LTR"		
"0000000004160"	"4160"	"CLIPBOARD LAWANIT BRO A4"		
"0000000029145"	"029145"	"CHAIR PLASTIC THD679 W/ARM"		
"0000000029146"	"029146"	"CHAIR PLASTIC THD679 W/ARM"		
"0000000029147"	"029147"	"CHAIR PLASTIC B1T1 THD648"		
"0000000029148"	"029148"	"CHAIR PLASTIC B1T1 THD648"		
"0000000029149"	"029149"	"CHAIR PLASTIC B1T1 THD648"		
"0000000029150"	"029150"	"CHAIR PLASTIC THD629"		
"0000000029151"	"029151"	"CHAIR PLASTIC THD629"		
"0000000029152"	"029152"	"CHAIR PLASTIC THD629"		
"0000000029153"	"029153"	"CHAIR PLASTIC THD654"		
"0000000029154"	"029154"	"CHAIR PLASTIC THD654"		
"0000000029155"	"029155"	"CHAIR PLASTIC THD654"		
"0000000004164"	"4164"	"LEXMA MOUSE WLS M730RGA"		
"0000000004171"	"4171"	"WEBCAM LC361-BK BUILT-IN MIKE"		
"0000000004183"	"4183"	"PERMA MARKER 250 CHISEL BLK"		
"0000000004184"	"4184"	"PERMA MARKER 250 CHISEL BLU"		
"0000000004185"	"4185"	"PERMA MARKER 250 CHISEL RED"		
"0000000008795"	"8795"	"LEXMA MOUSE WLS M263R"		
"0000000004180"	"4180"	"ROLLERBALL 4ME HANNAH MONTANA"		
"0000000008855"	"8855"	"PRINTER DCP-J125"		
"0000000008856"	"8856"	"PRINTER DCP-J315W"		
"0000000008858"	"8858"	"BROTHER PRINTER MFCJ220"		
"0000000008860"	"8860"	"PRINTER MFC-J415W"		
"0000000008862"	"8862"	"BROTHER INKCARTRIDGE LC39 BLK"		
"0000000008863"	"8863"	"BROTHER INKCARTRIDGE LC39 CYN"		
"0000000009027"	"9027"	"BROTHER INKCARTRIDGE LC39 MAG"		
"0000000009114"	"9114"	"BROTHER INKCARTRIDGE LC39 YEL"		
"0000000011573"	"11573"	"BOX EXEC FILE KRAFT BODY CASE"		
"0000000011579"	"11579"	"SLIDE FOR FOLDER BLK LTR 2S"		
"0000000011580"	"11580"	"SLIDE FOR FOLDER BLK LGL 2S"		
"0000000011581"	"11581"	"HP PRINTER DESKJET K010A"		
"0000000011582"	"11582"	"HP PRINTER DESKJET K110A"		
"0000000011583"	"11583"	"HP PRINTER K510A"		
"0000000011586"	"11586"	"HP PRINTER OFFICEJET 4500"		
"0000000029157"	"029157"	"CHAIR GAMING HS03V1 PVC FIREST"		
"0000000029158"	"029158"	"CHAIR GAMING HS03V8 FAB FIREST"		
"0000000029159"	"029159"	"CHAIR GAMING HS03V8 FAB FIREST"		
"0000000029160"	"029160"	"CHAIR GAMING HS03V8 FAB FIREST"		
"0000000029161"	"029161"	"TAPE CELO 1CORE CLR12MMX16M 6S"		
"0000000029162"	"029162"	"TAPE CELO 1CORE CLR18MMX16M 6S"		
"0000000029163"	"029163"	"TAPE CELO 1CORE CLR24MMX16M 6S"		
"0000000029164"	"029164"	"TAPE CELO 1CORE YEL12MMX25Y 6S"		
"0000000029165"	"029165"	"TAPE CELO 3CORE YEL12MMX20M 6S"		
"0000000029166"	"029166"	"TAPE CELO 3CORE CLR12MMX20M 6S"		
"0000000029167"	"029167"	"TAPE CELO 3CORE CLR18MMX20M 6S"		
"0000000029168"	"029168"	"TAPE CELO 3CORE CLR24MMX20M 6S"		
"0000000029169"	"029169"	"TAPE CELO 3CORE YEL12MMX50Y 6S"		
"0000000029170"	"029170"	"TAPE CELO 3CORE YEL18MMX20M 6S"		
"0000000029171"	"029171"	"TAPE CELO 3CORE YEL24MMX20M 6S"		
"0000000029172"	"029172"	"TAPE MASKING 12MMX20YD 6S"		
"0000000029173"	"029173"	"TAPE MASKING 18MMX20YD 6S"		
"0000000029174"	"029174"	"TAPE MASKING 24MMX20YD 6S"		
"0000000029175"	"029175"	"TAPE MASKING 36MMX20YD 6S"		
"0000000029176"	"029176"	"TAPE MASKING 48MMX20YD 3S"		
"0000000029177"	"029177"	"TAPE PACKING CLR 48MMX80M 3S"		
"0000000029178"	"029178"	"TAPE PACKING CLR 72MMX40M 3S"		
"0000000029179"	"029179"	"TAPE PACKING PREMCLR48MMX100M3"		
"0000000029180"	"029180"	"TAPE PACKING PREMTAN48MMX100M3"		
"0000000029181"	"029181"	"TAPE PACKING TAN 48MMX80M 3S"		
"0000000029182"	"029182"	"TAPE PACKING TAN 72MMX40M 3S"		
"0000000011587"	"11587"	"BILL/COIN TRAY PLASTIC"		
"0000000011588"	"11588"	"HP INKCARTRIDGE CN692 BLK"		
"0000000029183"	"029183"	"HP PRINTER 179FNW"		
"0000000013303"	"13303"	"STYRO BALL 2 IN 5PCK WHT"		
"0000000013304"	"13304"	"STYRO BALL 3 IN 5PCK WHT"		
"0000000013305"	"13305"	"STYRO BALL 4 IN 5PCK WHT"		
"0000000013308"	"13308"	"HP PRINTER INKJET 1200"		
"0000000029184"	"029184"	"WATERCOLOR WACO C06 8COL 6ML"		
"0000000029185"	"029185"	"DATA FILE BOX GRN230X400X125MM"		
"0000000029186"	"029186"	"DATA FILE BOX BLU230X400X125MM"		
"0000000029187"	"029187"	"DATA FILE BOX RED230X400X125MM"		
"0000000029188"	"029188"	"DATA FILE BOX MRN230X400X125MM"		
"0000000013311"	"13311"	"STICKY NOTE 654 100S ORG 3X3IN"		
"0000000013312"	"13312"	"POST IT NOTE 654 100SHT"		
"0000000013313"	"13313"	"STICKY NOTE654 100S DPGRN3X3IN"		
"0000000029189"	"029189"	"CHAIR PLASTIC THD629"		
"0000000013338"	"13338"	"PLASTIC ROPE #JJ320"		
"0000000029195"	"029195"	"POSIEDON CASH DRAWER RJII"		
"0000000029196"	"029196"	"PAPER PARCHMENT 90GSM NAT10S"		
"0000000029197"	"029197"	"BROTHER TONER TN2560"		
"0000000013349"	"13349"	"CORRECTION TAPE TY189P"		
"0000000013350"	"13350"	"STAPLER S5166C MINI INNOVA"		
"0000000029198"	"029198"	"BROTHER BELT UNIT BU330CL"		
"0000000013362"	"13362"	"INKCARTRIDGE CG848AA"		
"0000000013366"	"13366"	"GLUE EXTREME"		
"0000000029200"	"029200"	"MAGFILE 8 HOR LEGAL BLK"		
"0000000029201"	"029201"	"HP PRINTER PRO M255NW"		
"0000000029202"	"029202"	"PENCIL 2 EXAM SET XL 4PCK"		
"0000000029203"	"029203"	"CORRECTION TAPE 8160 8MX5MM 2P"		
"0000000029204"	"029204"	"CORRECTION TAPE 6095 2P16M 2PK"		
"0000000013374"	"13374"	"EYELET 40015TI GOLD 250PK"		
"0000000013375"	"13375"	"CHAIR EXEC YS201 HI-BACK"		
"0000000013377"	"13377"	"CHAIR TASK EC01 MIDBACK"		
"0000000013378"	"13378"	"CHAIR EXEC LICIA01 HIBACK"		
"0000000013392"	"13392"	"GLUE TY330 125ML"		
"0000000013393"	"13393"	"CASHBOX ELEC 8868LSD INNOVA"		
"0000000013394"	"13394"	"CASHBOX ELEC 8878LSD INNOVA"		
"0000000013396"	"13396"	"BALLPEN CARBIC VD PHILS WO LY"		
"0000000013399"	"13399"	"MEMO PAD REFILL 388 500S ASST"		
"0000000013401"	"13401"	"PUNCHER EYELET C009 W/REFILL"		
"0000000001059"	"1059"	"PERMA MARKER INK BLK 30ML"		
"0000000001063"	"1063"	"PUNCHER VERSATILE ASSTD 3N1"		
"0000000001065"	"1065"	"INK FOR STAMP PAD PURP 30ML"		
"0000000001066"	"1066"	"INK FOR STAMP PAD RED 30ML"		
"0000000001067"	"1067"	"INK FOR STAMP PAD BLK 30ML"		
"0000000001068"	"1068"	"INK FOR STAMP PAD BLU 30ML"		
"0000000001071"	"1071"	"WATERCOLOR TUBE P110 12COL SML"		
"0000000001072"	"1072"	"WATERCOLOR TUBE P120 12COL MED"		
"0000000001073"	"1073"	"WATERCOLOR TUBE P18 12COL LRG"		
"0000000029220"	"029220"	"BUNDLE BTS 5PENCIL&8COLCRAYON"		
"0000000029221"	"029221"	"BUNDLE BTS 3BPEN1PERM1CORRTAP"		
"0000000029222"	"029222"	"BUNDLE BTS 6PENCIL1CRAYON1GLU1"		
"0000000029223"	"029223"	"BUNDLE BTS ELEMENTARY 8PCKS"		
"0000000029224"	"029224"	"BUNDLE BTS HIGH SCHOOL 9PCKS"		
"0000000001076"	"1076"	"ADAPTOR POWER AD24ES"		
"0000000029225"	"029225"	"NB COMPO ICON#1 COLCODED 80LVS"		
"0000000029226"	"029226"	"NB COMPO ICON#2 COLCODED 80LVS"		
"0000000029227"	"029227"	"NB SPI PASTEL#1 COLCODED 80LVS"		
"0000000029228"	"029228"	"NB SPI PASTEL#2COLCODED 80LVS"		
"0000000029229"	"029229"	"NB YARN WORD SEARCH 80LVS"		
"0000000029230"	"029230"	"NB YARN PASTEL CYCO 80LVS"		
"0000000029231"	"029231"	"NB YARN RACECAR 80LVS"		
"0000000029232"	"029232"	"NB SPI UNIV CC#1 COLCODED 80L"		
"0000000029233"	"029233"	"NB YARN UNIV CC#1 COLCODED80L"		
"0000000029234"	"029234"	"HP PRINTER 107W"		
"0000000029235"	"029235"	"RAPOO MOUSE WRD N1200"		
"0000000029236"	"029236"	"RAPOO MOUSE WRD N100C"		
"0000000029237"	"029237"	"RAPOO MOUSE WRD EV200"		
"0000000029238"	"029238"	"RAPOO MOUSE WLS B20 SILENT"		
"0000000029239"	"029239"	"RAPOO PRESENTER XR200"		
"0000000029240"	"029240"	"RAPOO WEBCAM C200"		
"0000000029243"	"029243"	"HP PRINTER 178NW"		
"0000000001077"	"1077"	"CHAIR SEC SWIVEL FABRIC GS386"		
"0000000001078"	"1078"	"CHAIR  SEC SWIVEL FABRIC GS386"		
"0000000013411"	"13411"	"NB SPI 60170 WIRE 5SU"		
"0000000013416"	"13416"	"NB SPI 58344 FAT"		
"0000000013417"	"13417"	"NB SPI 58345 FAT POLY"		
"0000000013418"	"13418"	"NB COMPO 10459"		
"0000000013420"	"13420"	"COLORING BOOK 34916 DINOSAURS"		
"0000000013423"	"13423"	"PERMANENT MARKER 16685 PROFFIC"		
"0000000013424"	"13424"	"COLORED MARKER 99404 SCENTED"		
"0000000013429"	"13429"	"BALLPOINT PEN 53133 CLASSIK PR"		
"0000000013434"	"13434"	"ERASER CAPS 11774 RUBZ PENTECH"		
"0000000013435"	"13435"	"CLIPBOARD 97514 WOOD A4"		
"0000000013436"	"13436"	"CRAYONS 52088 JUMBO PLAYSKOOL"		
"0000000013438"	"13438"	"CRAYONS 76240 JUMBO"		
"0000000013442"	"13442"	"FLASHCARDS 48291 MULTIPLICATIO"		
"0000000013446"	"13446"	"TOTE BOX 10471 TOY STORY EMBOS"		
"0000000013447"	"13447"	"MARKER FOR SCRAPBOOK 11921 GIR"		
"0000000013448"	"13448"	"KRAFT ROLL 46999"		
"0000000013432"	"13432"	"BALLPEN 10400 IRON MAN STICKPE"		
"0000000013450"	"13450"	"PAPERBAG BIRTHDAY GLOSSY 57816"		
"0000000013454"	"13454"	"CURLING RIBBON DMC32FSE PLAIN"		
"0000000013460"	"13460"	"BOOK COVER 43980 FABRIC STRETC"		
"0000000013461"	"13461"	"BOOK COVER 43981 FABRIC STRETC"		
"0000000013463"	"13463"	"MAGNETIC WALL STRIP 54925 STEE"		
"0000000013465"	"13465"	"POSTERBOARD 55286 RED 22X28IN"		
"0000000013466"	"13466"	"POSTERBOARD 55286 NGRN 22X28IN"		
"0000000013467"	"13467"	"POSTERBOARD 55286 NORG 22X28IN"		
"0000000013468"	"13468"	"POSTERBOARD 55286 BLU 22X28IN"		
"0000000013469"	"13469"	"POSTERBOARD 55286 NYEL 22X28IN"		
"0000000013470"	"13470"	"POSTERBOARD 55286 WHT 22X28IN"		
"0000000013471"	"13471"	"FOAMBOARD 55286"		
"0000000013473"	"13473"	"FOAMBOARD 55286"		
"0000000013475"	"13475"	"NB COMPO #76623 WIDERULE"		
"0000000013478"	"13478"	"ENV 5048 GUMMED SECURITY 80S"		
"0000000013479"	"13479"	"NB FILLER PAPER60742 WIDERULED"		
"0000000013484"	"13484"	"ENV CATALOG S1235 IMPERIAL 4S"		
"0000000013485"	"13485"	"ENV CATALOG S1236 IMPERIAL 3S"		
"0000000013488"	"13488"	"NB STENO S12010 IMPERIAL"		
"0000000013489"	"13489"	"INVOICE BOOK WB8367-V CARBONLE"		
"0000000013490"	"13490"	"INVOICE BOOK WB8365-H CARBONLE"		
"0000000013491"	"13491"	"ENV MAIL 5047 #10 BAZIC 50S"		
"0000000013492"	"13492"	"ENV MAIL S3509 SECURITY 40S"		
"0000000013495"	"13495"	"COLORED MARKER 1224 WASHABLE"		
"0000000013496"	"13496"	"PENCIL ZJ123 SOFT FLEXIBLE"		
"0000000013499"	"13499"	"BALLPEN 1756 STICK PEN BAZIC"		
"0000000013501"	"13501"	"BOX CORRUGATED WB7660"		
"0000000013505"	"13505"	"WOOD CRAFT CROSS DESIGN CC808"		
"0000000013506"	"13506"	"WOOD CRAFT NUMBER DESIGN CC806"		
"0000000013507"	"13507"	"WOOD CRAFT LETTER DESIGN CC807"		
"0000000013518"	"13518"	"STICKER MS ELIZABET CC994"		
"0000000013519"	"13519"	"STICKER SNOWANGELS MS EL CC994"		
"0000000013527"	"13527"	"STICKER CC994 VINES MS ELIZABE"		
"0000000013528"	"13528"	"STICKER TEACHERS KK318"		
"0000000013529"	"13529"	"STICKER CAPTIONS KK600"		
"0000000013533"	"13533"	"STICKER MA105 VINYLLETTERS"		
"0000000029249"	"029249"	"NB SPI EXCELLENT 80LVS W/PLAST"		
"0000000029250"	"029250"	"ENV PLASTIC ZX11 LWH ZIPPER"		
"0000000013539"	"13539"	"MEMO HOLDER OR127 MAGNETIC"		
"0000000013541"	"13541"	"PHOTO CORNERS SCRAPBOOK CC959"		
"0000000013542"	"13542"	"PAPERCLIP OR383 JUMBO"		
"0000000013545"	"13545"	"GLITTER TUBES OR093 KRAFTERSKO"		
"0000000013546"	"13546"	"STENCIL CC330 DESIGN ASSTD"		
"0000000013547"	"13547"	"BALLPEN OP214 FLUORESCENT STER"		
"0000000013548"	"13548"	"CERTIFICATE ACHIEVE/CONG PC109"		
"0000000013549"	"13549"	"CERTIFICATE AWARD KK734  20S"		
"0000000013551"	"13551"	"POSTERBOARD OR020 10S"		
"0000000013556"	"13556"	"FOAM SHAPES CC606 KRAFTERSKOR"		
"0000000013560"	"13560"	"BEADS CC525 HEART SHAPE KRAFTE"		
"0000000013561"	"13561"	"BEADS CC198 OCEAN ANIMAL KRAFT"		
"0000000013567"	"13567"	"FOAM SHAPES NUMBR/LETTR CC038"		
"0000000013568"	"13568"	"FOAM CRAFT SHEET CC422 KRAFTER"		
"0000000013569"	"13569"	"FOAM CROSS KIT KRAFTERSK CC502"		
"0000000013570"	"13570"	"FEATHERS CC085 JUMBO PACK KRAF"		
"0000000013573"	"13573"	"HANDCRAFTED ANIMALS JJ354"		
"0000000013581"	"13581"	"STENCIL CC654 STUDIOK 94427"		
"0000000013583"	"13583"	"LABEL HS673 FRAGILE PREPRINTED"		
"0000000013584"	"13584"	"LABEL HS697 FRAGILE MAILING LA"		
"0000000013589"	"13589"	"BACKREST 91926 PLATINUM GREY"		
"0000000001084"	"1084"	"INTEX LAPTOP ACCS KIT ITL101LA"		
"0000000001085"	"1085"	"INTEX WEBCAM IT316WC"		
"0000000013591"	"13591"	"BIRTHDAY AWARD KK748"		
"0000000029263"	"029263"	"RAPOO COMBO WLS X260S"		
"0000000029264"	"029264"	"RAPOO COMBO WRD NX1600"		
"0000000029265"	"029265"	"RAPOO KEYBOARD WRD NK2600"		
"0000000029266"	"029266"	"CANON PRINTER G1730"		
"0000000029267"	"029267"	"CANON PRINTER G2730"		
"0000000029268"	"029268"	"CANON PRINTER G3730"		
"0000000001098"	"1098"	"BALLPEN 27 RETRACTABLE WBOX"		
"0000000001165"	"1165"	"BALLPEN 26 RETRACTABLE WBOX"		
"0000000029269"	"029269"	"HP LAPTOP 14S-DO3041TU"		
"0000000013291"	"13291"	"FOLDER PRESSBOARD US PNK LGL"		
"0000000013293"	"13293"	"FOLDER PRESSBOARD US BLU LGL"		
"0000000013295"	"13295"	"FOLDER PRESSBOARD US YEL LGL"		
"0000000002770"	"2770"	"GLUE GUN TB15 SML"		
"0000000002771"	"2771"	"GLUE GUN TB16 BIG"		
"0000000002842"	"2842"	"VERBATIM DVD+RW 43488"		
"0000000002843"	"2843"	"VERBATIM DVD-RW 43552"		
"0000000013297"	"13297"	"WHITEBOARD MAGNETIC ALUM 20X30"		
"0000000013592"	"13592"	"CURLING RIBBON DMC32E GLOSSY"		
"0000000013594"	"13594"	"RIBBON CURLING GLOSSY DMC32E"		
"0000000013596"	"13596"	"CURLING RIBBON DMC32E GLOSSY"		
"0000000013601"	"13601"	"RIBBON CURLING PLAIN DLPR32E"		
"0000000013602"	"13602"	"RIBBON CURLING PRINTD BIRTHDAY"		
"0000000013616"	"13616"	"RIBBON HRAFIA  DRF32E RED 30FT"		
"0000000013617"	"13617"	"RIBBON HRAFIA  DRF32E LBL 30FT"		
"0000000013619"	"13619"	"RIBBON HRAFIA CRAFT/FLO DRF32E"		
"0000000013620"	"13620"	"HRAFIA RIBBON DRF32E CRAFT/FLO"		
"0000000013622"	"13622"	"RIBBON HRAFIA  DRF32E VLT 30FT"		
"0000000013623"	"13623"	"RIBBON HRAFIA  DRF32E LPN 30FT"		
"0000000029270"	"029270"	"PROTRACTOR PLASTIC 242180"		
"0000000029271"	"029271"	"PENCILCASE SET 04026214 9SETS"		
"0000000029272"	"029272"	"HP TONER CF287A 87A BLK"		
"0000000029273"	"029273"	"BROTHER TONER TN269 BLK"		
"0000000029274"	"029274"	"BROTHER TONER TN269 CYN"		
"0000000029275"	"029275"	"BROTHER TONER TN269 MAG"		
"0000000029276"	"029276"	"BROTHER TONER TN269 YEL"		
"0000000029277"	"029277"	"ALCOHOL ISOPROPHYL 70% 60ML"		
"0000000013407"	"13407"	"BALLPEN FRIXION BLS FR7 REFILL"		
"0000000013409"	"13409"	"FREE D2660 PRINTER FOR #13408"		
"0000000013625"	"13625"	"BOX INDEX STONED W/LOCK"		
"0000000013626"	"13626"	"BOX INDEX STONED W/LOCK"		
"0000000013627"	"13627"	"BOX INDEX STONED W/LOCK"		
"0000000029278"	"029278"	"ERASER ER24 KIDS WHT BIG"		
"0000000029279"	"029279"	"PENCIL 2B YEL 3S W/SHARPENER"		
"0000000013632"	"13632"	"BALLPEN RETRACT BLK"		
"0000000013633"	"13633"	"BALLPEN RETRCT BLU"		
"0000000013634"	"13634"	"BALLPEN RETRACT RED"		
"0000000013635"	"13635"	"BALLPEN WHI-LIGHTER"		
"0000000029280"	"029280"	"GELPEN FINE TECH BLK 0.3MM"		
"0000000029281"	"029281"	"PERMA MARKER SCB BROAD BLK"		
"0000000013641"	"13641"	"FAX PAPER WHT 210X30"		
"0000000013642"	"13642"	"FAX PAPER WHT 216X30"		
"0000000013643"	"13643"	"BROTHER TONER 3250 BLK"		
"0000000013647"	"13647"	"COPY PAPER 70GSM WHT 500RM"		
"0000000013648"	"13648"	"COPY PAPER 80GSM WHT A3 500RM"		
"0000000029282"	"029282"	"TABLE SIT & STAND LT202D ELECT"		
"0000000029283"	"029283"	"TABLE SIT & STAND LT202D ELECT"		
"0000000013650"	"13650"	"BELKIN ROUTER N300"		
"0000000029334"	"029334"	"GELPEN MYGEL111211 BLK 0.7MM"		
"0000000029335"	"029335"	"GELPEN MYGEL 111212 BLU 0.7MM"		
"0000000029336"	"029336"	"GELPEN MYGEL 111213 RED 0.7MM"		
"0000000029337"	"029337"	"GELPEN MYGEL REFIL 111521 BLK"		
"0000000029338"	"029338"	"PENCIL 1 GRN 3S"		
"0000000029339"	"029339"	"PENCIL 2 GRN 3S"		
"0000000013652"	"13652"	"BALLPEN FAVE RETRAC 130401"		
"0000000013653"	"13653"	"BALLPEN FAVE RETRAC 130403"		
"0000000013654"	"13654"	"BALLPEN FAVE RETRAC 130402"		
"0000000013655"	"13655"	"BALLPOINTPEN PULSEPRO131802RED"		
"0000000029340"	"029340"	"BROTHER TONER 3608"		
"0000000013657"	"13657"	"SANITIZER W/RUBBER HOLDER"		
"0000000029341"	"029341"	"SCHOOL PACK GRADE3 9PCKS"		
"0000000029342"	"029342"	"SCHOOL PACK GRADE4 9PCKS"		
"0000000029343"	"029343"	"SCHOOL PACK GRADE5-6 8PCKS"		
"0000000013658"	"13658"	"BOX EXECUTIVE FOLDER 00000602"		
"0000000013662"	"13662"	"MOTOROLA PHONE D1001 SLIM"		
"0000000013663"	"13663"	"VTECH PHONE WLS VT1050"		
"0000000029344"	"029344"	"PERM MARKER FOPM06 BLK DUALTIP"		
"0000000029345"	"029345"	"SCISSOR 728 ASSTD 7.5IN"		
"0000000029346"	"029346"	"SCISSOR 608 ASSTD 5.5IN"		
"0000000029347"	"029347"	"CHAIR SEC CR101G NO ARM FABRIC"		
"0000000029348"	"029348"	"CHAIR SEC CR101G NO ARM FABRIC"		
"0000000029349"	"029349"	"CHAIR SEC CR133HL  W/ ARM FAB"		
"0000000029350"	"029350"	"CHAIR SEC CR133HL W/ ARM FAB"		
"0000000029351"	"029351"	"CHAIR TASK CR403 W/ARM FABRIC"		
"0000000029352"	"029352"	"CHAIR TASK CR403 W/ARM FABRIC"		
"0000000013678"	"13678"	"TABLE COMPUTER CT3368"		
"0000000013679"	"13679"	"BOARD SMOOTH WOVE 220GSM WHT"		
"0000000013680"	"13680"	"BOARD SMOOTH WOVE 220GSM IVO"		
"0000000013681"	"13681"	"PAPER SMOOTH WOVE 90GSM WHT"		
"0000000013682"	"13682"	"PAPER SMOOTH WOVE 90GSM IVO"		
"0000000013685"	"13685"	"ID CARD HORI A001 W/ZIPLOCK"		
"0000000013686"	"13686"	"ID CARD HORI A002 W/ZIPLOCK"		
"0000000013687"	"13687"	"ID CARD HORI A003 W/ZIPLOCK"		
"0000000013688"	"13688"	"ID CARD VERT B001 W/ZIPLOCK"		
"0000000013689"	"13689"	"ID CARD VERT B002 W/ZIPLOCK"		
"0000000013690"	"13690"	"ID CARD VERT B003 W/ZIPLOCK"		
"0000000013693"	"13693"	"CARD CASE T098 CLR A5"		
"0000000013694"	"13694"	"CARD CASE T099 CLR A4"		
"0000000013701"	"13701"	"INDEX CARD RBS 201 WHT 3X5IN"		
"0000000013702"	"13702"	"INDEX CARD RBS 204 WHT 4X6IN"		
"0000000013703"	"13703"	"INDEX CARD RBS 207 WHT 5X8IN"		
"0000000013704"	"13704"	"LINSEED OIL 75ML"		
"0000000013705"	"13705"	"DESKBALLPOINT PEN 760 BLK"		
"0000000013706"	"13706"	"POST IT  DJ9601/JP44 127"		
"0000000013708"	"13708"	"FASTENER METAL MT702 50BOX"		
"0000000013709"	"13709"	"STYRO BEADS 500G WHT"		
"0000000029355"	"029355"	"BROTHER PRINTER HL5210DW"		
"0000000029356"	"029356"	"PENCIL 2B YEL W/SHARPENER 12/B"		
"0000000013724"	"13724"	"OHP TRANSPARENCY 325MIC LTR10S"		
"0000000029357"	"029357"	"NB BINDER FILLER DYNAMIC 5S"		
"0000000029358"	"029358"	"BARCODE SCANNER QD2590BKKIS"		
"0000000013726"	"13726"	"WOODCUT KNIFE #5"		
"0000000013727"	"13727"	"COMPASS 036910 OPEN METAL"		
"0000000013728"	"13728"	"GLUE ALL PURPOSE E379"		
"0000000013729"	"13729"	"GLUE GUN VIVO#1386G GUN"		
"0000000013731"	"13731"	"PENCIL HB OWH"		
"0000000013732"	"13732"	"IPHONE PROTECTOR 3G SA010"		
"0000000013733"	"13733"	"IPHONE PROTECTOR 4G SA021"		
"0000000013738"	"13738"	"PLASTIC TWINE"		
"0000000013742"	"13742"	"SANITIZER  HANDW/RUBBER HOLDER"		
"0000000013744"	"13744"	"FOLDER PLASTIC W/CLIP GRY LGL"		
"0000000013745"	"13745"	"FOLDER PLASTIC W/CLIP BLU LGL"		
"0000000013746"	"13746"	"FOLDER PLASTIC W/CLIP MRN LGL"		
"0000000013747"	"13747"	"FOLDER PLASTIC W/CLIP GRN LGL"		
"0000000029359"	"029359"	"PARTS 100M CUTTING BLOCK"		
"0000000029360"	"029360"	"PARTS 100M MAIN PCB"		
"0000000029361"	"029361"	"PARTS 100M GEAR 2 & 3"		
"0000000029362"	"029362"	"PARTS 100M GEAR 4 & 5"		
"0000000029363"	"029363"	"PARTS 100M GEAR SHAFT (D)"		
"0000000029364"	"029364"	"PARTS 100M BUSHING"		
"0000000029365"	"029365"	"PARTS 100M GEAR 6"		
"0000000029366"	"029366"	"PARTS 100M GEAR 7"		
"0000000029367"	"029367"	"PARTS 100M LEFT BEARING PLATE"		
"0000000013754"	"13754"	"BOX EXECUTIVE FILECASE KFTBODY"		
"0000000013755"	"13755"	"BOX STORAGE CARFILE KFTBODY"		
"0000000013756"	"13756"	"BOX STORAGE MULTI TRAY KFTBODY"		
"0000000029368"	"029368"	"ANTEC GAMING CASE TORQUE"		
"0000000029369"	"029369"	"AOPEN MONITOR GAME 43XVIC"		
"0000000013758"	"13758"	"LEXMA MOUSE WRD R300 YOYO"		
"0000000013759"	"13759"	"LEXMA MOUSE WRD R300 YOYO"		
"0000000013762"	"13762"	"LEXMA MOUSE WLS M240R"		
"0000000013763"	"13763"	"LEXMA MOUSE WLS M240R"		
"0000000013764"	"13764"	"LEXMA MOUSE WLS M740R BLUTRACE"		
"0000000013766"	"13766"	"CARD READER CR07-BK 4SOCKET"		
"0000000029370"	"029370"	"CLEARBOOK REFILLBLE RB2320 ORG"		
"0000000029371"	"029371"	"CLEARBOOK REFILLBLE RB2720 ORG"		
"0000000013769"	"13769"	"MAGFILE VERTICAL CB6941"		
"0000000013772"	"13772"	"NAME CARD BOX CB6941 CB6838PT"		
"0000000013773"	"13773"	"FOLDER HANGING FILE FC CB6941"		
"0000000013775"	"13775"	"BOX FILE CB6838PT FC"		
"0000000013776"	"13776"	"BE DVD BOX CB6838PT"		
"0000000013779"	"13779"	"BOX STORAGE HOLDER PP PB81483"		
"0000000013780"	"13780"	"STACKABLE HOLDER PP PB82151"		
"0000000013781"	"13781"	"STACKABLE HOLDER PP PB82161"		
"0000000013782"	"13782"	"STORAGE HOLDER OR6589"		
"0000000013784"	"13784"	"SHOE BOX PP PB8124-3A"		
